course,final_score
CS43002-DATABASE MANAGEMENT SYSTEMS ,7.021428571428571
CS43004-COMPUTER GRAPHICS ,4.2
CS47006-PROJECT- PART 2 ,4.333333333333333
CS47007-PROJECT-I ,8.096226415094339
CS48003-SUMMER TRAINING ,9.652439024390244
CS48004-COMPREHENSIVE VIVA ,1.5
CS57003-PROJECT- PART 1 ,4.020833333333333
CS58003-B.TECH. COMPREHENSIVE VIVA ,3.387755102040816
CS59001-DESIGN LABORATORY ,4.08
CS60002- ,3.692307692307692
CS60003- ,4.076923076923077
CS60004- ,6.25
CS60007- ,0.0
CS60009- ,7.75
CS60010- ,7.8100000000000005
CS60012- ,5.0
CS60016- ,5.68
CS60017- ,9.296296296296296
CS60021- ,10.56904761904762
CS60023- ,4.0
CS60025- ,10.900900900900902
CS60027- ,8.7
CS60029- ,7.300000000000001
CS60038- ,8.3025
CS60045- ,10.565038684719536
CS60047- ,8.228571428571428
CS60050- ,23.832625919637806
CS60052- ,3.75
CS60055- ,3.6666666666666665
CS60059- ,5.626262626262626
CS60064- ,8.833333333333334
CS60065- ,10.317307692307693
CS60073- ,6.083333333333333
CS60075- ,24.158501575943436
CS60077- ,7.497354497354497
CS60078- ,9.75
CS60081- ,12.866666666666665
CS60083- ,3.5
CS60088- ,3.6666666666666665
CS60092- ,14.119535964856162
CS60094- ,6.458333333333333
CS60111- ,1.6666666666666665
CS60113- ,0.0
CS61061- ,12.970912128806866
CS61063- ,11.32330827067669
CS61064- ,11.113636363636363
CS61065- ,6.934883720930232
CS66007- ,3.333333333333333
CS66010- ,4.25
CY11001-CHEMISTRY ,12.493812162501628
CY11003-CHEMISTRY ,17.40234749592394
CY19001-CHEMISTRY LAB. ,16.31756284379655
CY19003-CHEMISTRY LABORATORY ,18.943608676009244
CY20101-PHYSICAL CHEMISTRY I ,6.8466819221967965
CY20102-PHYSICAL CHEMISTRY II ,7.683982683982683
CY20103-ORGANIC CHEMISTRY I ,7.182971014492754
CY20105-INORGANIC CHEMISTRY I ,8.273291925465838
CY20106-INORGANIC CHEMISTRY II ,6.109730848861284
CY20202-PHYSICAL CHEMISTRY II ,2.8400000000000003
CY20204-CHEMISTRY OF 3D ELEMENTS ,3.4230769230769234
CY20206-REAGENTS AND REACTIVITY ,3.25
CY21006-ORGANIC CHEMISTRY II ,6.565217391304348
CY21201-PHYSICAL CHEMISTRY I ,4.476851851851851
CY21203-MOLECULAR STRUCTURE AND BONDING ,6.391625615763547
CY21205-FUNDAMENTALS OF ORGANIC REACTIONS ,6.119458128078818
CY29001-PHYSICAL CHEMISTRY LABORATORY I ,7.854545454545454
CY29002-INORGANIC CHEMISTRY LABORATORY I ,7.824275362318841
CY29004-ORGANIC CHEMISTRY LABORATORY I ,8.333333333333332
CY29201-PHYSICAL CHEMISTRY LABORATORY I ,8.0487012987013
CY29202-ORGANIC CHEMISTRY LABORATORY I ,3.476190476190476
CY29204-INORGANIC QUALITATIVE ANALYSIS LABORATORY ,4.0
"CY30201-CHEMISTRY OF MAIN GROUP ELEMENTS: RING, CHAINS, CLUSTERS ",3.6249999999999996
CY31003-ORGANIC CHEMISTRY III ,6.534090909090909
CY31007-INORGANIC CHEMISTRY III ,7.809523809523808
CY31010-STRATEGIES & METHODS IN ORGANIC SYNTHESIS ,7.409090909090909
CY38002-VIVA ,6.032352941176471
CY39001-PHYSICAL CHEMISTRY LABORATORY II ,13.173160173160174
CY39003-ORGANIC CHEMISTRY LABORATORY II ,11.767857142857142
CY39004-INORGANIC CHEMISTRY LABORATORY II ,8.109848484848484
CY40014-INTRODUCTION TO COMPUTATIONAL CHEMISTRY ,7.581818181818182
"CY41005-INORGANIC CHEMISTRY: PRINCIPLE,STRUCTURE & REACTIVITY ",11.51082251082251
CY41007-GROUP THEORY FOR CHEMISTS ,8.51081081081081
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY ,11.134199134199134
CY41011-PRINCIPLES OF ORGANIC SYNTHESIS ,7.494720965309201
CY41012-MOLECULAR THERMODYNAMICS & KINETICS ,6.263157894736842
CY41014-PRINCIPLES OF ORGANOMETALLICS & BIOINORGNIC CHEMISTRY ,4.945945945945946
CY41016-ANALYTICAL & ENVIRONMENTAL CHEMISTRY ,8.611756664388242
CY41018-STRUCTURES & FUNCTION OF BIOMOLECULES ,8.866666666666667
CY41201-SPECTROSCOPIC METHODS OF STRUCTURE DETERMINATION ,2.5
"CY41215-INORGANIC CHEMISTRY: PRINCIPLE, STRUCTURE AND REACTIVITY ",3.125
CY49001-ADVANCED INORGANIC CHEMISTRY LABORATORY ,14.911255411255413
CY49006-BIOCHEMICAL TECHNIQUES LABORATORY ,11.053333333333335
CY49008-ADVANCED PHYSICAL CHEMISTRY LAB. ,6.777777777777779
CY49011-ADVANCED ORGANIC CHEMISTRY LABORATORY ,8.166666666666666
CY50033-SOLID STATE CHEMISTRY ,5.608108108108109
CY51003-SPECTROSCOPIC METHODS OF STRUCTURE DETERMINATION ,8.56338028169014
CY57005-PROJECT ,10.283783783783782
CY57006-PROJECT & VIVA ,0.0
CY58003-SEMINAR ,10.377358490566039
CY58005-SUMMER TRAINING & SEMINAR ,3.0
CY58006-COMPREHENSIVE VIVA VOCE ,0.0
CY58010-VIVA VOCE ,7.804347826086957
CY60003- ,5.517857142857142
CY60004- ,4.473684210526316
CY60005- ,6.875
CY60013- ,5.333333333333333
CY60019- ,3.75
CY60023- ,3.627906976744186
CY60101- ,6.558695652173912
CY60103- ,2.8000000000000003
CY61032- ,2.0
CY61038- ,4.0
CY61039- ,5.5
CY61044- ,4.571428571428571
CY61050- ,4.0
CY69101- ,7.766798418972332
CY71002- ,2.0
DY17003-DIY PROJECT ,20.616064034115222
EA10001-EXTRA ACADEMIC ACTIVITY-I ,6.302475234843578
EA10002-EXTRA ACADEMIC ACTIVITY-II ,6.534401419369925
EA10003-EXTRA ACADEMIC ACTIVITY-III ,9.87997639887627
EA10004-EXTRA ACADEMIC ACTIVITY-IV ,6.867553921139422
EA10005-INDUCTION PROGRAM ,0.0
EA10007-EXTRA ACADEMIC ACTIVITY-I ,11.636278368815677
EA10008-EXTRA ACADEMIC ACTIVITY-II ,11.680250132434665
EA10009-EXTRA ACADEMIC ACTIVITY-III ,9.565200061898231
EA10010-EXTRA ACADEMIC ACTIVITY-IV ,6.8675534991324465
EA19003-EXTRA ACADEMIC ACTIVITY-III ,3.0625
EC21004-SIGNALS AND SYSTEMS ,7.040848389630792
EC21005-NETWORK THEORY ,6.403966131907309
EC21006-ELECTROMAGNETIC ENGINEERING ,6.900895140664961
EC21008-ANALOG ELECTRONIC CIRCUITS ,6.610234474017744
EC21101-BASIC ELECTRONICS ,14.782610429175428
EC21103-INTRODUCTION TO ELECTRONICS ,6.777531645569621
EC21107-SEMICONDUCTOR DEVICES ,9.110812133072407
EC21201-BASIC ELECTRONICS ,13.722181516079615
EC21202-DIGITAL ELECTRONIC CIRCUITS ,2.8754448398576518
EC21203-NETWORK THEORY ,6.475040682587853
EC21204-LINEAR ALGEBRA AND OPTIMIZATION MODELS ,2.449612403100775
EC21205-SEMICONDUCTOR DEVICES ,6.982765151515151
EC21206-ELECTROMAGNETIC ENGINEERING ,3.6196319018404908
EC21207-ANALOG ELECTRONIC CIRCUITS ,6.468094324441418
EC21208-SIGNALS AND SYSTEMS ,2.666666666666667
EC29001-BASIC ELECTRONICS LAB. ,16.76183866681783
EC29003-INTRODUCTION TO ELECTRONICS LAB. ,7.813257325402072
EC29004-DEVICES LABORATORY ,7.942898550724637
EC29005-NETWORK THEORY LAB. ,7.337391304347825
EC29008-ANALOG  CIRCUITS LAB. ,7.853608553608554
EC29201-BASIC ELECTRONICS LABORATORY ,15.893374562972067
EC29202-DIGITAL CIRCUITS LABORATORY ,3.7753846153846147
EC29203-NETWORK THEORY LABORATORY ,6.973259493670886
EC29205-DEVICES LABORATORY ,7.52760736196319
EC29207-ANALOG  CIRCUITS LABORATORY ,7.568497136956726
EC31001-ANALOG COMMUNICATION ,7.040895978279314
EC31002-DIGITAL COMMUNICATION ,5.8991228070175445
EC31003-DIGITAL ELECTRONIC CIRCUITS ,6.825149894668611
EC31004-VLSI ENGG. ,7.327290076335878
EC31005-RF & MICROWAVE ENGINEERING ,9.417136230313897
EC31006-MICROCONTROLLER & EMBEDDED SYSTEMS ,6.979705882352941
EC31008-DIGITAL SIGNAL PROCESSING ,6.913167104111986
EC31201-DIGITAL SIGNAL PROCESSING- I ,3.4344827586206894
EC31203-COMMUNICATION-I ,3.0902777777777777
EC31205-ALGORITHMS ,2.952380952380952
EC39001-ANALOG COMMUNICATIONS LAB. ,12.157104718317532
EC39002-DIGITAL COMMUNICATION LABORATORY ,5.92748995777114
EC39003-DIGITAL ELECTRONIC CIRCUITS LAB. ,8.036726456124391
EC39004-VLSI LABORATORY ,6.748216216216217
EC39005-MICROWAVE LABORATORY ,10.26598801856963
EC39006-DSP LABORATORY ,7.33285371702638
EC39201-DSP LABORATORY ,3.875776397515528
EC47003-PROJECT-I ,3.479166666666667
EC47004-PROJECT-II ,3.90625
EC47007-PROJECT-I ,7.625692137320044
EC48001-INDUSTRIAL TRAINING ,7.757575757575758
EC48002-COMPREHENSIVE VIVA-VOCE ,3.0606060606060606
EC49001-MICROCONTROLLER SYSTEMS LABORATORY ,8.040973236009734
EC57003-PROJECT ,3.7419354838709675
EC60002- ,2.5
EC60004- ,7.5
EC60006- ,2.0
EC60007- ,12.183333333333334
EC60011- ,3.466666666666667
EC60013- ,5.630434782608695
EC60016- ,5.0
EC60021- ,6.916666666666666
EC60023- ,3.6666666666666665
EC60042- ,2.5
EC60043- ,5.0
EC60045- ,2.5
EC60052- ,4.0
EC60054- ,3.0
EC60064- ,4.0
EC60085- ,4.0
EC60091- ,8.435897435897434
EC60101- ,6.236363636363636
EC60104- ,5.0
EC60132- ,5.0
EC60201- ,4.2727272727272725
EC60202- ,4.444444444444444
EC60203- ,6.45
EC60204- ,3.4
EC60291- ,7.416666666666666
EC60294- ,3.0
EC60295- ,5.0
EC60296- ,3.333333333333333
EC60297- ,7.9
EC60301- ,1.5
EC60307- ,4.333333333333333
EC60309- ,7.5
EC60501- ,7.055555555555555
EC60502- ,2.714285714285714
EC60503- ,8.474358974358974
EC60504- ,3.892857142857143
EC60601- ,5.0
EC60603- ,4.0
EC61066- ,4.0
EC61201- ,3.6739130434782608
EC61203- ,3.682926829268293
EC61205- ,4.25
EC61207- ,3.5
EC61211- ,3.422222222222222
EC61213- ,4.25
EC61215- ,4.0
EC61405- ,7.133333333333333
EC61409- ,5.333333333333334
EC66001- ,1.2000000000000002
EC69021- ,5.0
EC69023- ,4.0
EC69202- ,4.6
EC69205- ,3.8
EC69209- ,4.5
EC69211- ,9.620000000000001
EC69213- ,5.0
EC69402- ,3.0
EC69502- ,4.265306122448979
EC69504- ,3.9615384615384617
EE11001-ELECTRICAL TECHNOLOGY ,10.819900920230165
EE11003-ELECTRICAL TECHNOLOGY ,16.14529692032667
EE19001-ELECTRICAL TECHNOLOGY LAB. ,13.19815624954145
EE21002-ELECTRICAL MACHINES ,6.659768415865978
EE21004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS ,7.599018003273322
EE21101-SIGNALS & NETWORKS ,6.583333333333334
EE21201-SIGNALS AND SYSTEMS ,6.4851646524004884
EE21202-MEASUREMENT AND ELECTRONIC INSTRUMENTS ,2.3851851851851857
EE21203-NETWORK ANALYSIS ,4.805273263710017
EE21204-CONTROL SYSTEM ENGINEERING ,2.9542483660130716
EE21205-ANALOG ELECTRONIC CIRCUITS ,2.3515625
EE21206-ELECTRICAL MACHINES ,2.0721649484536084
EE29001-SIGNALS & NETWORKS LAB. ,6.575464792856097
EE29002-ELECTRICAL MACHINES LAB. ,7.239495798319329
EE29004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS LAB. ,10.385227272727272
EE29201-SIGNALS AND NETWORKS LABORATORY ,6.771856508875739
EE29202-MEASUREMENT AND ELECTRONIC INSTRUMENTS LABORATORY ,3.487951807228916
EE29206-ELECTRICAL MACHINES LABORATORY ,3.5677966101694913
EE30004-EMBEDDED SYSTEMS ,5.985778926955398
EE30012-ELECTROMAGNETIC THEORY & APPL ,5.390476190476191
EE30024-ILLUMINATION AND ELECTRICAL SERVICES ,10.801190476190476
EE31002-POWER SYSTEMS ,7.1273627362736285
EE31009-CONTROL SYSTEM ENGINEERING ,8.808212662350769
EE31011-POWER ELECTRONICS ,8.654708037060978
EE39002-POWER SYSTEMS LAB. ,6.0670061645671405
EE39004-EMBEDDED SYSTEMS LAB. ,7.511530398322851
EE39006-POWER ELECTRONICS LAB. ,10.872435897435897
EE39009-CONTROL AND INSTRUMENTATION LAB. ,9.998532948532949
EE39201-INSTRUMENTATION SYSTEM DESIGN-1 ,3.3478260869565215
EE39203-DIGITAL SIGNAL PROCESSING LABORATORY ,3.5189873417721516
EE40002-ELECTRIC DRIVES ,2.5161290322580645
EE40013-DIGITAL SIGNAL PROCESSING ,6.569444444444445
EE41001-INDUSTRIAL INSTRUMENTATION ,4.168491484184915
EE41013-DIGITAL SIGNAL PROCESSING ,3.895684803001876
EE47002-PROJECT ,3.6363636363636367
EE47008-PROJECT - PART 2 ,3.7272727272727266
EE47009-PROJECT-I ,7.478571428571428
EE48001-INDUSTRIAL TRAINING ,5.107843137254902
EE48002-COMPREHENSIVE VIVA VOCE ,1.6666666666666667
EE49001-CONTROL AND ELECTRONIC SYSTEM DESIGN ,6.275
EE49004-POWER APPARATUS & SYSTEM DESIGN ,3.0277777777777777
EE57301-PROJECT - PART 3 ,3.5
EE57401-PROJECT - PART 3 ,4.0
EE57501-PROJECT - PART 3 ,2.576923076923077
EE58003-COMPREHENSIVE VIVA - I ,2.6666666666666665
EE60002- ,2.0
EE60003- ,2.0
EE60004- ,2.0
EE60005- ,4.0
EE60006- ,4.0
EE60011- ,8.0
EE60012- ,0.0
EE60013- ,3.0
EE60014- ,2.25
EE60019- ,7.0
EE60020- ,1.3333333333333333
EE60023- ,2.0
EE60024- ,2.0
EE60025- ,1.0
EE60026- ,0.0
EE60030- ,5.0
EE60031- ,4.0
EE60032- ,7.083333333333334
EE60033- ,1.0
EE60034- ,4.0
EE60035- ,2.0
EE60036- ,7.166666666666666
EE60037- ,3.3000000000000003
EE60038- ,3.2857142857142856
EE60039- ,2.305555555555556
EE60043- ,5.45
EE60045- ,2.8000000000000003
EE60053- ,1.0
EE60062- ,2.909090909090909
EE60082- ,6.142857142857142
EE60094- ,4.25
EE60096- ,2.0
EE60098- ,2.5588235294117645
EE60101- ,3.135135135135135
EE60102- ,2.9189189189189193
EE61201- ,5.0
EE61203- ,5.4
EE61209- ,6.571428571428571
EE69001- ,3.625
EE69003- ,4.0
EE69011- ,2.5
EE69014- ,3.3333333333333335
EE69018- ,3.0
EE69019- ,8.447368421052632
EE69021- ,3.0
EE69203- ,2.5
EE69205- ,4.142857142857142
EE69247- ,5.0
EE69249- ,5.0
EG30002-ENERGY CONVERSION PROCESSES ,13.292397660818713
EM21203-MICROECONOMICS I ,2.967213114754098
EM21205-MACROECONOMICS I ,2.6296296296296293
EM29201-ECONOMIC DATA ANALYSIS LABORATORY ,2.8688524590163933
EN19003-ENGINEERING LABORATORY ,16.18403176988539
EP21201-INTRODUCTION TO INNOVATION AND ENTREPRENEURSHIP ,10.687211972658666
EP60002- ,11.625
EP60003- ,11.105401844532278
EP60004- ,8.933333333333334
EP60005- ,12.574681096286456
EP60006- ,7.74
EP60007- ,11.894323671497585
EP60008- ,8.16631130063966
EP60010- ,12.4
EP60018- ,7.543589743589743
EP60020- ,22.723219128732605
EP60021- ,9.670686456400741
EP60022- ,8.712962962962964
EP60025- ,12.107692307692307
EP60029- ,10.877891156462585
EP60038- ,6.5487179487179485
EP60040- ,12.391917742706838
EP60042- ,9.348387096774193
EP60044- ,12.251140619679946
EP60046- ,7.421052631578947
EP60201- ,5.739130434782609
EP61201- ,2.8000000000000003
EP61203- ,3.333333333333333
EP61205- ,3.0
EP67001- ,8.538461538461538
EP67002- ,9.846153846153847
EP67003- ,9.23076923076923
EP67004- ,8.846153846153847
EP67005- ,4.307692307692308
ES60004- ,9.804347826086957
ES60008- ,11.416666666666666
ES60011- ,8.274358974358975
ES61002- ,4.0
ES61007- ,4.0
ES61008- ,4.0
ES61201- ,2.0
ES61207- ,3.0
ES61209- ,2.6666666666666665
ET30002-INTELLIGENT TUTORING SYSTEM ,5.0
ET60002- ,4.090909090909091
ET60003- ,10.534615384615385
ET60004- ,3.5454545454545454
ET60006- ,15.654263565891473
ET60007- ,17.903799019607842
ET60008- ,3.5
ET60010- ,11.166666666666666
ET60012- ,16.21164021164021
ET60017- ,8.0
ET60019- ,5.128205128205129
ET60023- ,13.313076923076924
ET60027- ,8.0
ET60029- ,21.880733421180018
ET61005- ,19.833333333333336
EV10003-ENVIRONMENTAL SCIENCE ,18.267976835935197
EV20001-ENVIRONMENTAL SCIENCE ,22.566365441662988
EX20001-PHYSICS OF SOLID EARTH ,6.158730158730158
EX20201-PHYSICS OF THE SOLID EARTH ,5.7407407407407405
EX28002-FIELD WORK ,3.7
EX28202-FIELD WORK ,3.8333333333333335
EX30004-GEOPHYSICAL FIELD THEORY ,9.65108695652174
EX30008-GEOPHYSICAL SIGNAL PROCESSING ,7.536363636363636
EX31006-GRAVITY & MAGNETIC METHODS OF PROSPECTING ,5.6690476190476184
EX38002-FIELD WORK ,7.183333333333334
EX39006-GRAVITY & MAGNETIC METHODS LAB. ,7.621739130434783
EX40003-EARTHQUAKE SEISMOLOGY ,4.178571428571428
EX40006-GEOPHYSICAL SIGNAL PROCESSING ,3.454545454545454
EX40008-TIME VARYING FIELD AND ELECTROMAGNETIC METHODS ,2.75
EX40009-SEISMOLOGY ,5.366666666666667
EX40010-GRAVITY & MAGNETIC METHODS OF PROSPECTING ,2.8999999999999995
EX40011-STATIONARY FIELD AND ELECTRICAL METHODS ,2.9615384615384617
EX41001-ELECTRICAL METHODS OF  PROSPECTING ,2.991071428571429
EX41002-ELECTROMAGNETIC METHODS OF  PROSPECTING ,2.2777777777777777
EX41003-SEISMIC METHODS OF PROSPECTING ,5.223214285714286
EX41004-NUCLEAR GEOPHYSICS ,4.0
EX41005-EARTH AND PLANETARY SYSTEMS ,4.778688524590164
EX48014-FIELD GEOPHYSICS(SEISMIC METHODS) ,5.0
EX48016-FIELD GEOPHYSICS(ELECT AND ELECTROMAG METHODS) ,4.916666666666667
EX48018-GEOPHYSICAL FIELDWORK - I ,4.9
EX49001-ELECTRICAL METHODS LAB. ,6.957142857142856
EX49002-ELECTROMAGNETIC METHODS LABORATORY ,3.0
EX49003-SEISMIC METHODS LAB. ,5.716666666666667
EX49004-NUCLEAR GEOPHYSICS LABORATORY ,4.0
EX49005-SEISMIC METHODS OF  PROSPECTING LAB. ,4.142857142857143
EX49008-TIME VARYING FIELD AND ELECTROMAGNETIC METHODS LAB ,2.333333333333333
EX49010-GRAVITY & MAGNETIC METHODS OF  PROSPECTING LAB. ,4.291666666666667
EX49011-ELECTRICAL METHODS LAB. ,2.7407407407407405
EX50002-TECTONICS & GEODYNAMICS ,2.714285714285714
EX50017-GEOPHYSICAL INVERSE THEORY ,6.894444444444444
EX51001-BOREHOLE GEOPHYSICS ,3.4102564102564097
EX51003-REMOTE SENSING ,3.511111111111111
EX51007-RADIOMETRIC METHODS OF PROSPECTING ,2.9583333333333335
EX57005-PROJECT ,4.333333333333333
EX57007-PROJECT ,3.0
EX58001-SEMINAR ,3.9583333333333335
EX58003-SUMMER TRAINING/PROJECT/INTERNSHIP ,4.7
EX58004-COMPREHENSIVE VIVA VOCE ,3.227272727272727
EX59003-REMOTE SENSING LAB. ,3.346153846153846
EX59005-BOREHOLE GEOPHYSICS LAB. ,4.0
EX59007-RADIOMETRIC METHODS OF PROSPECTING LAB. ,3.875
FP58001-COMPREHENSIVE VIVA VOCE ,3.4782608695652173
FP67001- ,3.5
GG20002-THERMODYNAMICS OF GEOL. SYSTEMS ,7.071428571428571
GG20003-PALEONTOLOGY AND  STRATIGRAPHY ,6.3852631578947365
GG20004-PETROLOGY ,6.5
GG20005-INTRODUCTION TO EARTH SCIENCE ,5.741666666666667
GG20007-GEOLOGY FOR ENGINEERS ,3.3205128205128203
GG20107-STRUCTURAL GEOLOGY ,6.136904761904761
GG20201-GEOLOGY FOR ENGINEERS ,5.833333333333333
GG20202-STRUCTURAL GEOLOGY ,2.74
GG20203-SEDIMENTOLOGY ,2.0869565217391304
GG20204-PALEONTOLOGY AND  STRATIGRAPHY ,3.0
GG20205-INTRODUCTORY GEOPHYSICS ,2.3636363636363638
GG20206-PETROLOGY ,2.0
GG20208-THERMODYNAMICS OF GEOLOGICAL SYSTEMS ,3.0
GG20211-MINERALOGY ,2.782608695652174
GG21103-PALEONTOLOGY ,7.73625
GG21105-MINERALOGY ,5.061111111111111
GG21109-ENGINEERING & ECONOMIC GEOLOGY ,2.8205128205128207
GG21201-INTRODUCTION TO EARTH SCIENCE ,5.509090909090909
GG21203-PALEONTOLOGY ,7.685714285714286
GG21205-MINERALOGY ,5.325471698113207
GG21207-INTRODUCTION TO EARTH SCIENCE ,2.1538461538461537
GG21211-GEOPHYSICAL FIELD THEORY ,2.5
GG28002-FIELD WORK (3 WEEKS) ,6.901260504201681
GG28202-FIELD WORK ,4.0
GG29002-DETERMINATIVE MINERALOGY LABORATORY ,7.294642857142857
GG29003-PALEONTOLOGY LAB. ,7.568181818181818
GG29005-INTRODUCTION TO EARTH SCIENCE LAB. ,9.028746803069055
GG29007-STRUCTURAL GEOLOGY LAB ,7.1284958427815575
GG29009-GEOLOGY LABORATORY ,7.16781914893617
GG29201-INTRODUCTION TO EARTH SCIENCE LABORATORY ,5.613095238095238
GG29202-STRUCTURAL GEOLOGY LABORATORY ,3.8113207547169816
GG29203-PALEONTOLOGY LABORATORY ,6.470588235294118
GG29204-DETERMINATIVE MINERALOGY LABORATORY ,2.7254901960784315
GG29205-GEOLOGY LABORATORY ,6.6118143459915615
GG29207-SEDIMENTOLOGY LAB ,2.735294117647059
GG29209-INTRODUCTION TO EARTH SCIENCE LAB ,2.4482758620689653
GG30002-STRATIGRAPHY ,5.619047619047619
GG30203-ELECTRICAL METHODS OF PROSPECTING ,1.4999999999999998
GG30205-X-RAY CRYSTALLOGRAPHY ,4.0
GG30207-COMPUTER APPLICATIONS IN GEOPHYSICS ,3.333333333333333
GG30217-ENGINEERING GEOLOGY ,2.5555555555555554
GG31003-MINERAL RESOURCES ,3.0000000000000004
GG31004-SEDIMENTOLOGY ,7.476489028213166
GG31005-MINERAL RESOURCES ,7.803830227743271
GG31006-IGNEOUS PETROLOGY ,6.082313681868744
GG31007-ENGINEERING GEOLOGY ,7.0292580982236155
GG31009-METAMORPHIC PETROLOGY ,7.322751322751323
GG31201-SEISMOLOGY ,0.5
GG38002-FIELD WORK (3 WEEKS) ,6.294117647058824
GG39001-IGNEOUS PETROLOGY LAB. ,7.238244514106583
GG39003-MINERAL RESOURCES LAB. ,7.062669245647968
GG39007-ENGINEERING GEOLOGY LABORATORY ,6.9914529914529915
GG39008-SEDIMENTOLOGY LAB. ,5.442760942760943
GG39009-METAMORPHIC PETROLOGY LAB. ,8.519086021505377
GG39209-ELECTRICAL METHODS LAB. ,2.75
GG39211-ENGINEERING GEOLOGY LAB. ,2.7777777777777777
GG40002-GEOEXPLORATION ,5.409090909090909
GG40004-SEQUENCE STRATIGRAPHY ,2.7901234567901234
GG40006-ENVIRONMENTAL HAZARDS AND MITIGATION ,3.1212121212121207
GG40008-SEDIMENTARY PETROLOGY ,4.594594594594595
GG40009-IGNEOUS PETROGENESIS ,3.2424242424242427
GG40010-REMOTE SENSING & GIS ,4.1803278688524586
GG40012-APPLIED PALEONTOLOGY ,3.9189189189189193
GG40013-PALEOBIOLOGY AND PALEOECOLOGY ,6.2
GG40014-METAMORPHIC PHASE EQUILIBRIA ,3.25
GG40241-LIFE AND MASS EXTINCTIONS ,3.333333333333333
GG41001-GEOCHEMISTRY ,9.411375661375661
GG41005-ORE GEOLOGY ,6.773333333333333
GG41007-ADVANCED STRUCTURAL GEOLOGY ,5.321316614420063
GG41011-GEOPHYSICAL PROSPECTING ,6.002443792766373
GG41013-GEOCHEMISTRY ,3.571428571428571
GG48012-FIELD WORK(STRUCTURAL GEOLOGY) ,4.0
GG48014-FIELD WORK(SEDIMENTARY GEOLOGY) ,4.0
GG48016-FIELD WORK(ELECTRICAL RESISTIVITY SURVEY) ,5.0
GG49001-GEOCHEMISTRY LAB. ,12.394058814748469
GG49005-ORE GEOLOGY LAB. ,7.484848484848484
GG49007-ADVANCED STRUCTURAL GEOLOGY LAB. ,7.562641338760742
GG49008-SEDIMENTARY PETROLOGY LAB. ,5.0
GG49009-IGNEOUS PETROGENESIS LAB ,3.9210526315789473
GG49010-REMOTE SENSING & GIS LAB. ,4.295081967213115
GG49011-GEOPHYSICAL PROSPECTING LAB. ,8.915422885572138
GG49012-APPLIED PALEONTOLOGY LAB. ,4.1891891891891895
GG49013-GEOCHEMISTRY LAB. ,3.9473684210526314
GG49014-METAMORPHIC PHASE EQUILIBRIA LAB. ,3.7027027027027026
GG50003-BASIN ANALYSIS ,4.135135135135135
GG50005-APPLIED MINERALOGY ,3.378378378378379
GG50007-ORE GENESIS ,3.1470588235294117
GG50009-GROUNDWATER & ENGINEERING GEOLOGY ,3.446428571428571
GG50010-APPLIED MICROPALEONTOLOGY ,3.230769230769231
GG50011-BASIN ANALYSIS ,3.5555555555555554
GG50023-MODELING AND SIMULATION OF GEOLOGICAL  PROCESSES ,3.333333333333333
GG52001-MARINE GEOSCIENCES ,4.135135135135136
GG52007-ENERGY RESOURCES ,1.9545454545454546
GG52022-GROUNDWATER GEOLOGY ,7.62962962962963
GG57003-PROJECT ,4.594594594594595
GG57007-PROJECT ,3.4230769230769234
GG58003-SEMINAR ,3.540540540540541
GG58005-SUMMER TRAINING/PROJECT/INTERNSHIP ,4.6521739130434785
GG58006-FIELD WORK (6 WEEKS) ,4.0
GG58020-COMPREHENSIVE VIVA VOCE ,3.294117647058824
GG59007-ORE GENESIS LAB ,4.054054054054054
"GG59009-GROUNDWATER & ENGINEERING GEOLOGY LAB.
 ",3.45
GG59010-APPLIED MICROPALEONTOLOGY LABORATORY ,3.8846153846153855
GG59022-GROUNDWATER GEOLOGY LABORATORY ,3.769230769230769
GG59023-MODELING AND SIMULATION LABORATORY ,2.8095238095238093
GG60201- ,3.5384615384615383
HS13001-ENGLISH FOR COMMUNICATION ,11.97575793221165
HS13003-ENGLISH FOR COMMUNICATION ,16.796772566853477
HS20001-ECONOMICS ,18.515357436680965
HS20002-GENERAL PSYCHOLOGY ,21.97150629960756
HS20003-STATISTICS FOR ECONOMICS ,6.025925925925927
HS20004-POSITIVE PSYCHOLOGY ,17.267494219301447
HS20005-MICRO ECONOMICS-I ,7.426415094339623
HS20006-MICRO ECONOMICS-II ,7.458700209643606
HS20007-MACRO ECONOMICS-I ,6.270440251572326
HS20008-MACRO ECONOMICS-II ,6.593589743589743
HS20009-DEVELOPMENT ECONOMICS ,6.515625
HS20014-ECONOMICS OF SUSTIANABLE DEVELOPMENT ,8.0375
HS20016-ENVIRONMENTAL HUMANITIES ,26.608953492074985
HS20018-SANSKRIT AND HERITAGE ,16.43109720649879
HS20202-ECONOMETRIC ANALYSIS I ,3.911764705882353
HS20204-STATISTICS FOR ECONOMICS ,3.246153846153846
HS21201-ECONOMICS ,9.854053990980109
HS21202-MICROECONOMICS II ,3.515625
HS21203-MICROECONOMICS I ,5.728205128205127
HS21204-MACROECONOMICS II ,3.234375
HS21205-MACROECONOMICS I ,4.76865671641791
HS21206-DEVELOPMENT ECONOMICS ,2.9230769230769234
